keyword	search_volume	cpc	competition	rank	url	title
kindermusik	720	1.23	LOW	15	https://www.kiasuparents.com/kiasu/article/kindermusik	Kindermusik
pei hwa primary	720		LOW	6	https://www.kiasuparents.com/kiasu/primary-schools/pei-hwa-presbyterian-primary-school	Pei Hwa Presbyterian Primary School - Singapore
phase 2b	720		LOW	14	https://www.kiasuparents.com/kiasu/article/2025-p1-registration-phase2b-preface	2025 P1 Registration Phase 2B - Preface
phase 2c	720		LOW	7	https://www.kiasuparents.com/kiasu/p1-registration	P1 Registration
ranking of junior colleges in singapore	720	0.17	LOW	4	https://www.kiasuparents.com/kiasu/article/the-best-j-cs-in-singapore	The Best JCs in Singapore
sg60 experience credit	720	2.66	LOW	6	https://www.kiasuparents.com/kiasu/activities/SG60-Experience-Credit	SG60 Experience Credit for Parents - Claim Yours Now!
singapore home schooling	720	2.72	MEDIUM	9	https://www.kiasuparents.com/kiasu/article/homeschooling-in-singapore-an-honest-conversation-about-challenges	Homeschooling In Singapore: An Honest Conversation ...
singapore ip schools	720	0.31	LOW	11	https://www.kiasuparents.com/kiasu/article/integrated-programme-ip-schools-in-singapore-how-do-i-choose-wisely-with-the-new-psle-scoring-system	Integrated Programme (IP) Schools in Singapore: How Do I ...
south view	720		LOW	11	https://www.kiasuparents.com/kiasu/primary-schools/south-view-primary-school	South View Primary School - Singapore
the learning lab rochester mall	720	4.09	LOW	14	https://www.kiasuparents.com/kiasu/service-providers/provider-list/the-learning-lab	The Learning Lab - Singapore
writing samurai	720	1.02	LOW	13	https://www.kiasuparents.com/kiasu/article/20-creative-and-composition-writing-classes-for-kids-in-singapore-and-online	20 Creative and Composition Writing Classes for Kids
best jc singapore	590	0.09	LOW	3	https://www.kiasuparents.com/kiasu/article/the-best-j-cs-in-singapore	The Best JCs in Singapore
best poly in singapore	590	1.43	LOW	2	https://www.kiasuparents.com/kiasu/article/polytechnic-ranking-in-singapore-which-polytechnics-in-singapore-are-the-best	Which Polytechnics in Singapore are the Best?
cdc voucher participating merchants list singapore	590	0.54	LOW	5	https://www.kiasuparents.com/kiasu/article/surprising-ways-to-spend-cdc-vouchers	Surprising Ways to Spend Your CDC Vouchers
ip program	590	0.04	LOW	13	https://www.kiasuparents.com/kiasu/article/integrated-programme-ip-schools-in-singapore-how-do-i-choose-wisely-with-the-new-psle-scoring-system	Integrated Programme (IP) Schools in Singapore: How Do I ...
jc subject combination	590	0.08	LOW	12	https://www.kiasuparents.com/kiasu/article/choosing-the-right-jc-subject-combination	Choosing the Right JC Subject Combination
jc subject combinations	590	0.08	LOW	9	https://www.kiasuparents.com/kiasu/article/choosing-the-right-jc-subject-combination	Choosing the Right JC Subject Combination
jc subjects combination	590	0.08	LOW	10	https://www.kiasuparents.com/kiasu/article/choosing-the-right-jc-subject-combination	Choosing the Right JC Subject Combination
lingoace singapore	590	6.23	MEDIUM	16	https://www.kiasuparents.com/kiasu/service-providers/provider-list/lingoace	LingoAce
